Id;Sequence;Sequence;Sequence;Sequence;Sequence
31750;1;2;4;6;12
31753;2;5;6;8;14
31756;1;4;35;257;11
31758;1;1;1;1;1
31759;2;7;1;8;2
31761;1;1;9;89;881
31763;11;91;587;3899;25935
31765;1;3;6;10;13
31767;1;-1;2;-1;0
31768;5;107;311;617;719
31769;2;1;8;7;6
31771;1;1;1;3;3
31772;1;0;-1;3;-6
31775;29;34;61;71;80
31779;0;1;4;10;40
31782;0;1;0;-1;1
31784;2;3;11;19;193
31786;11664;1958400;427910688;1,05181E+11;2,73542E+13
31790;3;5;4;7;3
31792;3;1;3;6;1
31794;1;1;1;1;2
31796;84;120;132;168;195
31797;0;4;4;8;-2
31802;4;2;2;2;3
31803;109;277;373;541;613
31806;1;-1;1;1;-2
31808;1;2;1;13;19
31809;1440;1800;2160;2880;3024
31811;1;119;1;3;2
31812;0;6;30;210;240
31813;1;1;1;2;3
31814;610;987;2584;10946;3524578
31815;1;2;3;4;5
31820;1;10;113;1304;14577
31822;0;1;0;1;1
31824;0;1;2;3;4
31825;1;3;6;15;34
31827;2838990;410928067;69278097544;8,62533E+12;1,28379E+15
31828;1;1;2;1;2
31829;1;161;7537;289564;12635748
31835;0;429981696;1,10075E+11;2,82111E+12;2,81793E+13
31836;6;12;48;82;126
31837;1;2;3;7;12
31840;1;3;6;9;13
31842;1;2;3;11;14
31843;1;33;1055;33727;1078209
31845;5;23;31;41;59
31847;1;0;0;1;1
31848;0;0;2;9;30
31850;0;1;2;1;5
31853;1;1;1;1;1
31855;3;3;8;4;3
31858;1;0;-792;227244864;-9944907192
31859;1;34;292;3966;45966
31862;12;81;776;6561;59292
31863;6;21;28;36;50
31867;1;2;5;15;47
31869;0;0;1;0;0
31872;0;1;1;1;1
31874;1;4;6;8;9
31875;1;3;13;38;41
31880;9;149;751;6392;56472
31883;0;6;13;20;27
31884;1;2;2;4;4
31886;21;966;33247;1191846;42415575
31888;1;3;9;33;129
31889;4;6;6;1;0
31891;1;18;588;30240;2277600
31893;1;1;3;3;3
31896;1;2;7;12;17
31897;81;452;452;1970;7313
31900;0;1;2;4;7
31905;1;5;3;1;1
31907;4;12;24;48;96
31909;81;5824;328125;16901136;847425747
31911;0;0;1;3;10
31912;1;0;1;2;4
31914;0;1;6;1;11
31916;0;2;3;5;8
31919;1;28;756;20412;551124
31922;1039;2099;4253;91121;386401
31923;5;7;19;31;97
31926;0;1;4;1;10
31930;1;4;9;20;29
31932;23;50;160;466;0
31933;4;28;176;950;4908
31934;1;6;10;14;56
31936;3;17;37;50;52
31937;1;3;45;55;91
31939;4;35;871;43217;5296623
31940;2038;21466;224698;2270854;23369314
31941;1;0;1;1;4
31943;7;7;11;7;11
31944;0;0;1;7;6
31945;3;6;7;8;11
31950;0;43;2440;2643;2860
31951;10;20;30;40;60
31954;1024;1048576;17210368;102400000;380204032
31956;4;8;32;96;1536
31957;1;10;11219012;5,53845E+34;1,0911E+149
31959;1;1;1;1;1
31960;2;6;14;24;30
31962;1;1;1;1;1
31968;14;196;618;1711;7016
31969;3;9;6;22;36
31971;10601;11411;30203;31013;1022201
31972;1;1;2;2;2
31973;0;11;22;33;44
31974;1;4;7;0;7
31975;1;8;162;30720;562500
31976;2;4;8;4;2
31983;1;2;37;14;1
31984;1;-1;1;-1;1
31985;1;15;35;143;243
31987;0;0;0;0;0
31989;1;3;5;15;33
31990;1;4;2;5;7
31991;157;167;457;467;541
31993;1;1;6;21;6
31997;1;1;2;1;3
31999;17;20;22;27;23
32000;2;6;10;19;23
32001;4;10;14;35;39
32008;1;1;3;4;8
32009;0;1;12;87;537
32010;1;1;1;1;1
32013;1;2;-4;-28;25
32014;1;1;1;1;2
32017;1;-10;1;110;-21
32018;1;4;20;31;14564
32020;1;2;0;2;1
32021;6;1;1;0;1
32026;4;3;6;11;26
32029;2;2;8;2;2
32030;0;81;1490845;2;5
32032;1;0;0;1;1
32033;1;1;2;4;9
32034;1;1;4;27;254
32039;2;3;4;5;6
32043;2;11;19;23;53
32046;1;2;3;4;5
32047;1;1;1;2;5
32048;3;488;98330;38208073;18048413395
32053;4374;106494;2646540;66274542;1664748270
32055;0;0;1;1;2
32057;1;2;5;14;43
32059;0;1;0;4;-12
32061;1;0;0;184;17488
32062;1;22;462;9702;203742
32063;1;2;4;8;9
32064;122975608;5,44501E+19;5,87232E+31;9,23249E+43;1,79432E+56
32069;6;2;4;8;6
32076;0;1;2;3;4
32077;5;9;11;15;17
32081;52;60;137;177;185
32085;0;1;1;2;3
32088;1;-1;2;-2;1
32090;1;-1;-1;0;1
32091;1;1;2;1;2
32092;1;3;10;39;163
32093;1;3;14;88;650
32095;24;67;88;131;152
32096;1;18;99;756;6597
32097;0;1;3;1;4
32099;0;0;0;0;0
32100;0;1;2;4;8
32110;2;3;5;11;17
32111;1;1;1;1;1
32112;0;-1;-4;-16;-64
32113;2;3;7;5;11
32115;1;512;343;64;125
32118;2;3;19;72;311
32122;1;2;4;7;11
32123;29;31;37;59;61
32124;2;3;5;7;13
32126;1;1;5;21;89
32127;2;21;233;2584;28657
32129;15616;95008;511632;3227968;21711080
32131;1;11;80;491;2777
32133;1;2;6;21;84
32135;1;1;1;1;1
32137;1;1;5;26;137
32140;3;81;1215;15309;177147
32141;1;26;76;176;376
32143;1;13;19747;9692360769;3,0074E+18
32144;2;2;3;4;7
32146;0;1;1;1;1
32154;8;17;25;42;67
32155;1;6;6;21;6
32160;22;2;2;7;14
32167;1;578;61506;2586754;59517442
32170;1;5;37;252;202502
32171;1;4;7;11;54
32173;1;2;2;4;6
32175;1;2;6;14;42
32179;1;25;1225;2601;13689
32180;1;1;2;4;9
32181;4;8;24;43;179
32183;33322;549414;10331386;151598017;2553087985
32185;1;2;2;3;8
32187;1;49;1224;20776;269499
32189;1;1;1;1;2
32190;0;5;17;59;169
32192;1;2;8;31;132
32194;2;10;13;16;32
32195;2;7;1;8;2
32196;0;1;4;12;29
32197;1;42;1722;70602;2894682
32198;1;3;8;24;71
32199;455;1184;1913;2642;3371
32200;0;0;1;0;0
32201;7;1;4;0;0
32202;1;48;2256;106032;4983504
32206;1;7;64;576;5184
32214;2;3;5;7;17
32215;3;7;10;15;18
32221;4;5;6;5;9
32223;0;1;2;3;4
32224;750426;370008;2500875;25898472;272838012
32225;0;0;1;3;4
32226;1;2;4;16;70
32227;1;6;24;79;232
32229;32;64;128;243;256
32230;0;0;1;12;36
32231;162;488;492;504;540
32232;1;2;4;3;7
32234;0;1;0;2;1
32235;1;2;4;8;12
32236;1;-1;2;-1;-1
32240;2;8;29;128;646
32242;19;31;37;61;67
32243;1;5;51;502;4995
32244;3;31;37;173;179
32245;2;5;7;13;47
32246;1;3;8;13;29
32247;34;55;285;367;835
32249;1;7;17;21;25
32252;1;3;12;51;216
32254;1;0;3;0;6
32256;1;3;4;6;9
32257;2;21;233;2584;28657
32261;4621;34361;2881861;63882851;0
32262;0;0;0;0;0
32265;81;162;243;324;405
32267;15;17;27;29;30
32268;2;3;3;3;4
32270;1;2;5;18;75
32271;1;4;2;13;4
32272;0;1;2;3;4
32273;1;-5;-6;305;330
32275;1;1;3;106;115955
32276;1;12;60;190;465
32277;1;3;9;27;37
32279;1;2;12;31;59
32280;1;1;-1;53;-23
32281;1;37;6229;1454473;393638933
32282;0;1;11;2;3
32285;2;3;4;5;28
32287;1;15;42;153;153
32288;0;1;2;3;4
32289;1;1;2;7;11
32290;2;448;2380032;69695846400;6,6971E+15
32292;8611;18571;22507;24539;24991
32296;0;0;0;0;0
32297;23;1;4;3;4
32301;1;3;8;20;46
32302;1;2;3;4;5
32303;0;1;8;21;377
32307;0;0;0;1;0
32308;0;2;4;5;7
32309;0;8;80;664;5344
32311;1;2;6;21;82
32312;1;10;1059;600426;1820627588
32313;1;2;2;3;2
32315;176;656;944;1616;1744
32316;1;1;5;49;741
32318;2;5;7;11;13
32321;1;1;3;24;340
32324;1;-3;6;-15;30
32328;7;727;72727;77377;1777771
32330;20598;125496;681143;803178;0
32332;0;3;6;15;21
32336;1;1;1;2;2
32337;9;25;161;897;22529
32339;1;3;18;105;684
32350;5;9;5;7;6
32353;0;8;66;444;2541
32354;1;1;1;1;1
32357;0;0;2;6;12
32358;2;5;7;19;71
32359;1;1;2;3;2
32361;1;2;5;11;19
32362;126;8460;143028;1217196;6835050
32363;1;2;5;10;7
32364;0;1;-1;3;0
32367;6;8;12;14;20
32368;1;3;2;5;9
32370;0;4;5;7;11
32373;1;2;12;21;119
32376;1;9;32;36;128
32378;1;4;5;11;13
32379;47;97;131293;1,40737E+14;2,36118E+21
32380;0;2;8;336;15616
32381;1;2;4;8;20
32383;2;3;5;7;23
32387;1;2;0;1;2
32397;2;3;10;21;55
32399;1;1;4;17;92
32403;1;3;15;84;217
32405;1;2;4;3;5
32408;1;15;51;97;127
32409;12;17;25;33;38
32412;0;1;2;3;4
32414;1;1;1;1;2
32415;1;5;28;181;1333
32417;22956524;52039032;49914501;89459577;253954944
32419;0;0;1;0;1
32420;1;2;6;22;83
32422;1;1;1;1;1
32426;1;20;190;1870;18600
32427;2;3;5;6;11
32428;2;0;1;3;7
32432;17;59;103;157;211
32435;1;4;24;534;16520
32436;784;10576;142192;1911952;25708528
32439;1;347;3811;177337;4513
32442;1;4;9;2;25
32443;3;300;3003;3403;3444000
32444;12;1035;2058;3081;4104
32445;1;15;16;31;481
32446;0;0;0;0;0
32451;4;9;16;26;37
32454;1;5;41;561;10281
32455;2;4;12;60;300
32457;1;-1;-13;10;1813
32458;2;3;4;4;10
32459;1;7;379;8887;3634247
32461;1;10;13;123;113
32467;4050;8100;10500;10530;10800
32471;919;991;1279;1501;1561
32477;1;18;210;2024;17550
32478;11;47;335;373;571
32481;1;1;2;6;22
32482;1;2;3;4;5
32484;1;1;2;2;8
32485;20;60;123;304;180
32487;1;10;14;15;21
32488;8;18;40;84;154
32490;1;4;25;384;14480
32493;1;2;0;3;4
32494;17;19;25;43;97
32499;0;15;1;10;4
32500;1;7;43;181;827
32501;0;0;1;4;16
32503;1;14;90;390;1320
32508;1;3;4;7;74
32509;1;2;3;4;5
32510;1;1;5;10;70
32513;5;17;29;53;41
32514;4;5;6;7;8
32516;1;3;6;14;44
32517;1;0;0;0;0
32520;1;2;10;5;20
32521;1;5;93;11449;0
32522;2;4;14;58;293
32524;1;3;15;15;105
32525;409;1129;5449;13009;16249
32526;0;0;0;1;2
32527;1;2;8;-232;-25600
32528;9;91;1911;55261;1813539
32529;1;27;28;63;103
32530;3;14;22;141;759
32531;1;-8;28;-56;62
32533;0;2;4;6;8
32534;1;1;2;23;117
32535;1;1;5;49;749
32537;1;6;7;3;6
32538;85;231;547;1283;2901
32539;1;2;1;2;4
32540;1;0;0;1;0
32541;2;3;4;8;12
32544;0;0;0;0;0
32552;1;0;0;0;1
32555;2;8;0;4;3
32558;1;7;8;14;28
32560;1;1;1;7;49
32561;1;12800;27315200;23338104320;1,06988E+13
32562;1;3;2;6;4
32566;13;17;25;33;49
32568;0;6;35;694;26089
32570;2;3;5;11;13
32571;22;484;8635;151580;2703137
32573;7;7;9;15;23
32574;1;1;1;4;21
32576;1;5000;4170000;1394447000;2,508E+11
32577;0;0;1;1;4
32578;2;7;13;17;19
32580;4;6;12;20;22
32581;3;7;40;181;767
32582;1;2;3;10;35
32583;1;5;79;3199;272981
32585;1;1;1;2;5
32587;33608;66762;100978;124508;125049
32589;2;2;5;2;2
32592;2;7;38;327;3803
32594;3;8;5;4;4
32596;-2;5;6;30;16
32599;0;2;5;11;32
32600;1;1;1;3;3
32602;1;11;121;1089;11979
32603;1;1;3;15;106
32604;2;4;9;6;25
32605;1;246;287;287;533
32606;1;1;1;1;1
32607;7;49;316;2032;13045
32608;1;2;3;6;9
32610;1;1;1;1;1
32611;1;5;41;617;761
32612;1;0;0;0;0
32615;27;351;2925;17550;80730
32616;1;5;0;8;8
32618;1;0;0;0;0
32620;0;36;486;3888;24300
32623;4;12;24;30;30
32624;0;1;6;20;55
32628;3;5;5;5;10
32631;1;45;56;121;206
32634;1;8;54;333;1896
32635;2;14;92;796;7672
32636;373;499;593;601;607
32641;1;4;19;82;325
32645;3;5;5;7;7
32646;0;1;2;3;4
32647;1;156;4290;36036;141726
32648;2;3;5;6;7
32650;5;13;19;32;73
32654;1;1;1;3;5
32655;1;1;-4;25;-173
32657;3;0;1;8;3
32660;5341590;9070779376;1,6044E+13;2,84187E+16;5,02628E+19
32662;2;2;1;2;2
32663;1;7;23;30;94
32665;26;26;52;26;52
32666;1;3;11;45;201
32668;1;1;1;1;1
32669;1;1;1;1;3
32670;81;89;101;125;129
32672;2167;91157;3436266;134840527;5228522011
32673;0;1;1;2;3
32674;82;40344;5767683;1074195735;1,92759E+11
32675;1;4;5;8;10
32676;11;23;61;241;1201
32679;1;1;1;2;2
32680;9;6;1;3;8
32684;0;2;0;0;0
32685;7396;8751;8933;8950;9070
32686;3;6;11;15;19
32690;1;8;45;190;672
32692;1;2;3;4;5
32693;0;1;4;1;617
32700;1;4;13;237;6013
32704;0;0;2;6;26
32707;1;1;1;2;1
32714;1;19;119;-6935;-218159
32715;1;1;1;2;1
32717;1;18;-14;-12420;-209364
32718;4;3;6;9;8
32719;6;6;3;30;48
32720;7;10;13;16;17
32723;0;1;1;3;7
32725;12;15;20;30;36
32726;1;33;65;81;121
32727;1;16;8;128;64
32728;1;1;18;70;12
32729;0;0;16;54;512
32732;1;1;2;5;14
32735;1;13;221;3485;55965
32736;5;29;34;65;70
32737;1;4;25;199;1936
32739;0;1;1;3;2
32741;1544;3290;3704;4190;4460
32742;1;5;16;26;36
32745;1;1;2;9;68
32746;1;1;1;1;1
32749;4594;21834;76309;225672;594798
32751;13;31;79;97;103
32752;3;4;10;11;12
32753;2;4;4;6;6
32754;0;0;0;0;0
32755;2;9;36;140;540
32756;1;1;1;1;5
32757;2;12;54;240;1170
32758;1;2;8;25;29
32759;145121216;10906923;6162817;4750292;4617228
32762;1;1;2;1;2
32764;3;1;2;8;8
32765;0;3;3;6;9
32766;13;17;29;113;157
32767;2;1;2;4;10
32768;8;16;20;28;32
32769;3;8;7;0;8
32770;0;2;4;4;6
32773;0;7936;353792;9061376;175627264
32775;0;1;4;4;16
32777;1;2;7;16;39
32778;127;223;251;64007;1295033
32781;2;2;3;2;2
32782;0;0;1;2;7
32783;1;4;10;16;80
32784;2;8;1;7;3
32786;1;-23;719;-40879;3841319
32787;1;3;3;3;6
32788;135;296;343;375;999
32791;7;14;21;28;35
32792;5;0;5;4;6
32793;1;60;912;17617;321815
32794;1;1;4;9;36
32799;1;2;4;4;8
32800;0;3;62;115;188
32807;1;7;20;44;81
32808;1;2;2;2;3
32810;1;3;7;23;51
32813;3;5;11;29;97
32817;1;0;2;2;4
32818;7;254016;3,45585E+13;1,90312E+25;4,28636E+40
32819;1;4;26;240;2904
32820;1;4;5;6;7
32821;0;1;2;5;4
32823;81;889;23720;1887956;431904792
32824;1;2;4;8;16
32825;1;1;1;3;6
32829;1;7;206;18155;3340366
32830;1;1;3;9;25
32831;1;1;5;17;65
32834;1;2;2;3;4
32835;2;1;7;7;9
32837;1;3;6;12;24
32838;1;1;2;6;20
32839;1;0;4;1;4
32840;1376;6656;9424;12104;18656
32842;1;1;1;4;12
32845;0;15;51;60;85
32846;1;3;10;30;81
32847;1;2;8;28;120
32850;1;2;3;4;4
32851;1;2;2;1;1
32854;1;5;36;304;2973
32856;1;3;0;5;6
32858;1;1;1;1;3
32860;0;1;6;8;13
32862;0;0;8;800;282528
32863;11;7;17;11;5
32864;1;10;11;12;13
32867;1;1;1;3;1
32868;1;3;8;9;2
32870;4;16;16;50;160
32871;351;356629;100451221;2,37668E+11;3,61492E+14
32872;26;4;2;1;5
32873;0;2;4;10;14
32874;17;165;678;1910;4335
32877;5264;172262;7974566;332428881;12184078320
32880;0;5;9;25;57
32884;1;8;36;120;330
32887;0;1;1;2;3
32891;1;-34;612;-7752;77486
32894;2;2;2;8;16
32898;1;924;226512;24293412;1447482465
32899;0;0;1;0;2
32901;1;1;2;0;3
32902;3;5;3;4;9
32903;3;10;15;36;45
32904;3;18;18;45;10
32905;9;9;13;19;23
32907;2;12;74;460;2861
32909;1;2;8;42;176
32910;2;4;31;307;2
32911;1;1;1;2;2
32915;0;1;2;3;5
32917;1;1;3;3;7
32922;2;1;3;-1;6
32927;5;11;59;179;1259
32931;2;3;5;7;11
32933;45;44;43;42;41
32934;0;0;0;0;0
32935;2;8;9;20;32
32937;2;6;140;1287;2139552000
32938;2;7;4;5;7
32939;2;3;7;233;233
32941;1;1;1;2;2
32942;1;2;2;2;3
32943;378;617;708;903;8761
32945;1;12;97;6150;146327
32946;1;0;1;0;1
32949;0;1;4;84;2880
32951;1;1;2;7;135
32952;18;27;36;45;54
32953;1;4;11;24;45
32954;1;1;3;21;377
32959;1;1;1;3;2
32960;1;2;3;4;5
32964;1;1;2;5;15
32968;13;22;38;65;112
32970;3;5;11;13;17
32971;72;108;200;288;392
32972;1;3;11;47;205
32973;131;142;275;286;419
32974;0;5;7;12;18
32976;13;20;23;20;6
32977;1;1;2;1;3
32978;15;19;21;23;25
32980;2;10;50;7900;18494
32982;0;0;1;0;0
32983;1;4;20;12;35
32988;0;0;0;0;1
32990;1;17;41;0;0
32993;1;0;0;0;6
32994;1;2;3;-12;-10
32995;6;1;3;4;7
32996;0;1;2;10;30
32997;56;190;812;1672;4522
32998;1;1;3;5;18
33001;2;1;3;6;1
33005;192;72662;28421906;11236338658;4,44892E+12
33009;1;2;5;10;15
33018;1;3;11;45;226
33021;0;1;0;-2;0
33024;1;2;3;6;16
33025;1;1;19;442;11395
33026;23;113;1013;10139;100379
33027;1;1;128;896328;69221669104
33030;0;1;4;7;10
33031;1;2;7;35;473
33035;0;1;2;3;4
33039;1;1;6;8;0
33040;1;3;6;10;15
33041;5;8;17;36;88
33043;1;1;2;5;13
33044;1;2;1;2;3
33045;3;3;9;13;38
33046;1;1;3;3;3
33049;1;3;3;5;10
33052;1;9;51;239;1026
33053;0;1;0;0;0
33054;0;0;0;0;0
33055;0;4;0;0;28
33056;62;82;183;203;304
33057;4;22;108;490;2164
33059;0;1;0;2;1
33060;3;2;5;1;2
33061;1;4;4;6;3
33063;8;52;288;1424;6648
33064;1;744;196884;21493760;864299970
33065;0;1;1;1;1
33066;1;9;9;18;18
33067;1;1;2;2;8
33068;2;-8;272;-13568;1048832
33071;0;10;200;3000;40000
33072;2;2;5;241;5
33076;5;6;10;8;10
33079;1;1;3;18;90
33080;1;1;9;49;281
33085;12;20;24;26;28
33086;1;7;19;41;57
33087;25;1;1;16;1
33088;0;1;1;1;1
33089;4;3;3;2;8
33091;0;1;4;17;161
33094;0;1;3;2;5
33096;3;3;5;17;41
33098;1;28;756;20412;551124
33101;0;0;0;0;0
33102;720;215659;38778082;4900249687;4,74542E+11
33106;1;3;4;15;21
33109;2;4;7;11;17
33111;1;0;0;0;8
33112;3;3;12;12;48
33113;29;613;2027;2633;3037
33119;1;1;1;1;2
33124;11;13;15;17;19
33126;24;16;12;8;8
33128;9;0;900;9025;90000
33129;1;1;1;1;1
33130;21;1;2;8;2
33131;11;1093;3851;797161;64570081
33132;1;0;1;-3;0
33133;1;1;-127;-383;48385
33141;1;2;3;3;4
33142;0;0;0;0;0
33143;1;7;25;71;181
33144;3;6;21;231;26796
33145;1;1;5;15;61
33149;1;28;336;2520;13860
33150;1;2;29;359;3515
33151;1;9;16;23;29
33152;1;2;5;22;94
33154;4096;2,8243E+11;2,81475E+14;2,19146E+16;5,31441E+17
33155;0;1;2;2;3
33159;1;2;3;5;10
33160;1;2;5;14;45
33161;3;5;7;11;15
33162;12;36;37;72;73
33164;3;7;19;63;235
33167;1;4;42;1008;51480
33169;0;5;50;500;505
33170;1;2;5;14;45
33173;2;2;2;3;2
33174;3;5;41;43;53
33175;0;1;61;2836;129288
33176;4;14;20;22;28
33177;10;11;12;13;14
33179;1;2;4;8;12
33181;1;1;1;1;-44
33183;1;1;8;0;4
33184;1;2;6;8;12
33188;1;4;12;36;108
33190;6;60466176;6,0936E+14;6,14094E+21;6,18865E+28
33191;3;40;103;107;108
33192;2;11;67;521;4099
33194;0;0;0;0;0
33196;1;24;383;5130;62481
33197;9;0;8;6;1
33198;4;1;8;9;6
33199;1;2;5;28;245
33200;0;1;2;3;4
33201;2;1;6;4;9
33206;2;3;4;5;14
33207;1;28;126;344;757
33208;0;2;0;4;0
33209;3;5;6;8;9
33213;0;0;0;2;0
33214;1;5;107;1212;11307
33215;48;81;66;162;211
33216;2;4;7;9;13
33218;4;10;19;23;24
33223;1;2;6;20;70
33225;1;2;1;1;3
33226;25;454;3818;21420;92805
33228;3;6;12;18;21
33229;5;1;5;0;3
33230;48;4096;97152;1130496;8400704
33233;5;7;11;13;17
33234;1;5;26;142;824
33239;1;1;2;1;5
33240;1;1767263190;1,12572E+24;1,55226E+41;7,66796E+60
33241;100;136;1425;389305;8946176
33242;3;0;1;2;4
33243;1;2;2;3;2
33244;1;32;7;12;17
33245;1;1;6;1;20
33248;0;0;0;8;16
33250;1;53;1378;23426;292825
33251;0;1;1;5;11
33252;15688;353626;2122560;45026614;304649012
33253;0;2;4;7;9
33254;1;1;-1;1;-3
33256;1;-9;31;-137;11
33258;1;1;2;11;71
33263;2;3;331;3331;33331
33264;5;9;5;2;4
33269;11112;11121;11211;11356;11365
33270;1;48;756;6720;41580
33272;9;34;83;204;373
33281;28;784;12752;139925;1147712
33282;6;0;4;0;6
33283;2;3;5;7;8
33284;1;2;6;20;73
33285;1;2;5;20;125
33286;179;911;1033;1277;1399
33288;1516;2164;2374;2881;3049
33292;15;2698;658450;163422914;40595679634
33295;0;3;23;148;1054
33296;0;0;0;0;0
33297;0;0;1;3;0
33298;37;577;1657;2089;2557
33301;1;0;1;0;1
33303;4;5;10;11;12
33304;2;3;2;4;4
33306;1;1;1;1;0
33307;1;1;4;12;55
33309;1;2;8;24;76
33310;63;127;191;255;319
33314;0;0;1;2;3
33316;1;2;4;6;10
33319;2;7;107;2187;578309
33320;2;5;8;12;15
33321;1;1;4;11;29
33322;1;1;1;1;2
33326;9;10;15;32;105
33327;1;1;1;2;1
33328;1;4;15;16;27
33330;9;54;218;698;1915
33331;0;0;0;0;24
33332;0;0;1;2;11
33333;1;3;4;7;11
33334;1;1;-3;1;5
33343;1;2;3;4;5
33345;0;1;3;5;7
33350;1;3;4;8;9
33357;2;1;6;3;4
33358;1;2;3;4;7
33359;4;7;12;19;28
33370;24;1;3;6;1
33371;83;127;293;337;503
33372;3;21;465;8001;33542145
33375;14;89;479;2879;17099
33376;0;0;0;0;0
33377;8325;16650;82950;165900;192795
33378;1;2;1;1;3
33379;0;1;26;207;904
33380;1;-2;1;-3;0
33381;2;2;1;2;0
33382;1;44287;2941985410;1,67517E+14;1,00154E+19
33385;31;749;0;1210622;1248307242
33386;1;2;4;6;12
33387;1;11;121;253;1331
33389;1;2;3;2;5
33391;1;0;2;-3;24
33392;0;0;0;1;4
33394;1;3;1;6;5
33396;35;1225;24199;315124;3017129
33399;2731;3214;3469;3646;4041
33404;1104;16192;1362336;44981376;6631997376
33405;3;1;7;9;0
33406;0;0;0;1;0
33407;1;0;48;488;4064
33408;1;3;8;68;2106
33409;1;1;3;16;65
33412;4;6;6;8;6
33414;3;7;13;31;43
33417;1;1;1;2;5
33418;0;0;4;6;4
33419;35959;47239;64519;78547;83224
33420;1;5;11;49;211
33421;1;1156;140625;39100009;8366395024
33424;2;8;80;792;7918
33426;1;1;1;1;1
33427;3;76;115;194;311
33429;1;1;1;4;10
33430;53083;55375;66163;88391;89419
33432;5;11;83;6563;43046723
33434;4;6;12;18;30
33435;1;0;35;112;-1620
33439;1;4;10;14;22
33440;2;3;5;5;3
33442;3;6;9;12;15
33443;37;73;113;131;311
33444;0;1;2;3;7
33445;1;2;34;228;1414
33448;1;-3;49;-1859;127297
33449;1;2;6;26;192
33451;0;1;0;1;0
33456;1;9;1;45;9
33458;0;0;8;260;2728
33459;21;1;1;1;2
33460;1;2;5;6;10
33461;1;0;0;0;0
33462;1;2;2;4;6
33463;1;2;3;4;5
33464;0;0;0;1;3
33465;1;1;1;1;1
33466;0;2;3;3;5
33467;0;1;7;9;5
33469;1;1;2;7;86
33471;1;3;11;37;119
33472;1;6;8;16;26
33475;1;1;1;1;2
33476;1;1;1;1;-1
33477;3;24;228;2256;22512
33482;1;3;6;13;28
33483;131;8158;313611;9326858;236095958
33486;1;3;11;34;111
33487;0;0;1;9;122
33490;1;36;1260;44100;1543500
33491;0;1;1;3;2
33495;2;4;6;8;12
33496;1;2;4;5;8
33500;2;16;98;791;6766
33502;1;2;0;3;8
33504;0;0;1;0;1
33505;0;1;4;9;256
33506;1;70;34650;63063000;3,04029E+11
33509;1;2;41;85;9287
33511;1;29;812;22736;636608
33512;0;1;4;6;48
33514;4;12;52;308;2520
33516;1;6;35;198;1124
33521;1;65;257;833;2561
33522;2;7;9;14;16
33523;0;4;5;9;14
33524;1;40;1560;60840;2372760
33525;2;16;102;1369;18172
33527;0;1;0;3;10
33530;0;0;1;3;6
33532;3;23;53;613;490537
33537;1;42;1029;19208;302526
33539;1;2;1;1;3
33542;0;1089;10089;10449;10890
33546;1;46;2070;93150;4191750
33547;1;21;227;4283;3303383
33548;1;2;4;6;8
33549;12188762;3254488094;9,03927E+11;2,14491E+14;5,42078E+16
33552;125;325;725;845;925
33553;2;3;5;11;79
33555;1;1;1;1;4
33558;2;1;1;2;1
33559;1;2;7;28;125
33560;1;3;9;48;259
33561;0;1;1;1;2
33562;1;3;6;10;12
33563;1;2;5;42;132
33564;1;1;1;1;2
33566;0;1;7;9;13
33568;1;2;6;16;42
33569;1;2;3;5;6
33571;7;127;1093;5461;19531
33572;1;1;2;9;3
33575;1;1;4;9;25
33576;1;120;60480;79833600;2,17946E+11
33578;1;2;12;180;7200
33581;1;5;2;3;6
33583;1;5;12;73;418
33587;1;1;2;7;24
33589;1;1;1;1;1
33590;21;64;85;489;1552
33592;0;0;0;0;0
33593;0;2;2;5;8
33596;1;1;0;3;4
33597;0;2;7;17;31
33600;1;2;6;22;90
33601;19;23;83;101;157
33603;49;61;67;87;92
33604;1;1;1;2;1
33606;1;1;2;5;10
33607;1;1;1;1;1
33611;1;13;13;13;13
33612;5;10;15;21;1
33613;1;3;5;7;11
33618;1;4;128;43680;178946048
33623;1;12;50;110;216
33627;0;6;9;7;5
33629;571;113;131;317;719
33630;6;39;455;6813;112931
33631;4;9;10;22;73
33632;1;11;26;47;65
33634;1;8;39;150;501
33637;34;204;317;322;372
33639;1;1;0;1;4
33640;4;8;4;8;8
33643;46;74;91;119;154
33646;0;1;1;5;7
33647;1;2;1;7;4
33648;1;2;3;5;6
33649;0;1;2;3;4
33653;3;19;137;1001;7305
33655;0;1;1;1;2
33658;1;33;173;505;1113
33660;8;8;4;0;2
33666;5;10;10;45;252
33668;4;4;4;5;5
33669;0;1;3;4;9
33670;7;461;11200;340286;11955804
33673;1;7;19;37;61
33676;1;2;4;6;720
33678;20;295;3471;41006;485714
33680;0;1;1;3;4
33682;1;1;1;0;0
33684;2;2;4;7;15
33686;1;4;13;28;53
33693;19;18;17;16;15
33695;37;67;97;223;277
33697;1;2;5;8;15
33698;7;4;9;0;3
33699;1;1201;1731661;2497053781;3,60075E+12
33701;1;2;2;6;24
33702;0;1;2;2;1
33703;3;12;12;24;24
33704;1;3;12;20;220
33705;2;3;11;17;59
33707;19;171;2280;32490;495216
33709;1;13;69;276;868
33711;13;53;107;643;7717
33719;5;98;962;7020;43573
33723;1;2;10;186;52666
33724;1;1;2;4;11
33728;3;9;3;13;1
33729;17;20231;83233;3828719;8519143
33730;3;13;105;1681;53793
33731;1;1;3;67;137
33734;0;100;1444;40000;996004
